kdrg_code,kdrg_name,aadrg_code,aadrg_name,partition,mdc_code,cc_level,relative_weight,arithmetic_mean_los
B7620,대사 이상에 의한 비외상 뇌병증,B762,대사 이상에 의한 비외상 뇌병증,M,,0,0.0,0.0
B7621,대사 이상에 의한 비외상 뇌병증 - 경도,B762,대사 이상에 의한 비외상 뇌병증,M,,1,0.0,0.0
B7622,대사 이상에 의한 비외상 뇌병증 - 중등도,B762,대사 이상에 의한 비외상 뇌병증,M,,2,0.0,0.0
B7623,대사 이상에 의한 비외상 뇌병증 - 중증,B762,대사 이상에 의한 비외상 뇌병증,M,,3,0.0,0.0
B7624,대사 이상에 의한 비외상 뇌병증 - 최중증,B762,대사 이상에 의한 비외상 뇌병증,M,,4,0.0,0.0
B7625,대사 이상에 의한 비외상 뇌병증 - 특수1,B762,대사 이상에 의한 비외상 뇌병증,M,,5,0.0,0.0
B7626,대사 이상에 의한 비외상 뇌병증 - 특수2,B762,대사 이상에 의한 비외상 뇌병증,M,,6,0.0,0.0
B7627,대사 이상에 의한 비외상 뇌병증 - 특수3,B762,대사 이상에 의한 비외상 뇌병증,M,,7,0.0,0.0
B7628,대사 이상에 의한 비외상 뇌병증 - 특수4,B762,대사 이상에 의한 비외상 뇌병증,M,,8,0.0,0.0
B7629,대사 이상에 의한 비외상 뇌병증 - 특수5,B762,대사 이상에 의한 비외상 뇌병증,M,,9,0.0,0.0
B7630,기타 비외상 뇌병증,B763,기타 비외상 뇌병증,M,,0,0.0,0.0
B7631,기타 비외상 뇌병증 - 경도,B763,기타 비외상 뇌병증,M,,1,0.0,0.0
B7632,기타 비외상 뇌병증 - 중등도,B763,기타 비외상 뇌병증,M,,2,0.0,0.0
B7633,기타 비외상 뇌병증 - 중증,B763,기타 비외상 뇌병증,M,,3,0.0,0.0
B7634,기타 비외상 뇌병증 - 최중증,B763,기타 비외상 뇌병증,M,,4,0.0,0.0
B7635,기타 비외상 뇌병증 - 특수1,B763,기타 비외상 뇌병증,M,,5,0.0,0.0
B7636,기타 비외상 뇌병증 - 특수2,B763,기타 비외상 뇌병증,M,,6,0.0,0.0
B7637,기타 비외상 뇌병증 - 특수3,B763,기타 비외상 뇌병증,M,,7,0.0,0.0
B7638,기타 비외상 뇌병증 - 특수4,B763,기타 비외상 뇌병증,M,,8,0.0,0.0
B7639,기타 비외상 뇌병증 - 특수5,B763,기타 비외상 뇌병증,M,,9,0.0,0.0
B7710,뇌전증 지속상태,B771,뇌전증 지속상태,M,,0,0.0,0.0
B7711,뇌전증 지속상태 - 경도,B771,뇌전증 지속상태,M,,1,0.0,0.0
B7712,뇌전증 지속상태 - 중등도,B771,뇌전증 지속상태,M,,2,0.0,0.0
B7713,뇌전증 지속상태 - 중증,B771,뇌전증 지속상태,M,,3,0.0,0.0
B7714,뇌전증 지속상태 - 최중증,B771,뇌전증 지속상태,M,,4,0.0,0.0
B7715,뇌전증 지속상태 - 특수1,B771,뇌전증 지속상태,M,,5,0.0,0.0
B7716,뇌전증 지속상태 - 특수2,B771,뇌전증 지속상태,M,,6,0.0,0.0
B7717,뇌전증 지속상태 - 특수3,B771,뇌전증 지속상태,M,,7,0.0,0.0
B7718,뇌전증 지속상태 - 특수4,B771,뇌전증 지속상태,M,,8,0.0,0.0
B7719,뇌전증 지속상태 - 특수5,B771,뇌전증 지속상태,M,,9,0.0,0.0
B7720,열성경련,B772,열성경련,M,,0,0.0,0.0
B7721,열성경련 - 경도,B772,열성경련,M,,1,0.0,0.0
B7722,열성경련 - 중등도,B772,열성경련,M,,2,0.0,0.0
B7723,열성경련 - 중증,B772,열성경련,M,,3,0.0,0.0
B7724,열성경련 - 최중증,B772,열성경련,M,,4,0.0,0.0
B7725,열성경련 - 특수1,B772,열성경련,M,,5,0.0,0.0
B7726,열성경련 - 특수2,B772,열성경련,M,,6,0.0,0.0
B7727,열성경련 - 특수3,B772,열성경련,M,,7,0.0,0.0
B7728,열성경련 - 특수4,B772,열성경련,M,,8,0.0,0.0
B7729,열성경련 - 특수5,B772,열성경련,M,,9,0.0,0.0
B7730,기타 발작,B773,기타 발작,M,,0,0.0,0.0
B7731,기타 발작 - 경도,B773,기타 발작,M,,1,0.0,0.0
B7732,기타 발작 - 중등도,B773,기타 발작,M,,2,0.0,0.0
B7733,기타 발작 - 중증,B773,기타 발작,M,,3,0.0,0.0
B7734,기타 발작 - 최중증,B773,기타 발작,M,,4,0.0,0.0
B7735,기타 발작 - 특수1,B773,기타 발작,M,,5,0.0,0.0
B7736,기타 발작 - 특수2,B773,기타 발작,M,,6,0.0,0.0
B7737,기타 발작 - 특수3,B773,기타 발작,M,,7,0.0,0.0
B7738,기타 발작 - 특수4,B773,기타 발작,M,,8,0.0,0.0
B7739,기타 발작 - 특수5,B773,기타 발작,M,,9,0.0,0.0
B7910,열린 상처가 없는 두개내손상,B791,열린 상처가 없는 두개내손상,M,,0,0.0,0.0
B7911,열린 상처가 없는 두개내손상 - 경도,B791,열린 상처가 없는 두개내손상,M,,1,0.0,0.0
B7912,열린 상처가 없는 두개내손상 - 중등도,B791,열린 상처가 없는 두개내손상,M,,2,0.0,0.0
B7913,열린 상처가 없는 두개내손상 - 중증,B791,열린 상처가 없는 두개내손상,M,,3,0.0,0.0
B7914,열린 상처가 없는 두개내손상 - 최중증,B791,열린 상처가 없는 두개내손상,M,,4,0.0,0.0
B7915,열린 상처가 없는 두개내손상 - 특수1,B791,열린 상처가 없는 두개내손상,M,,5,0.0,0.0
B7916,열린 상처가 없는 두개내손상 - 특수2,B791,열린 상처가 없는 두개내손상,M,,6,0.0,0.0
B7917,열린 상처가 없는 두개내손상 - 특수3,B791,열린 상처가 없는 두개내손상,M,,7,0.0,0.0
B7918,열린 상처가 없는 두개내손상 - 특수4,B791,열린 상처가 없는 두개내손상,M,,8,0.0,0.0
B7919,열린 상처가 없는 두개내손상 - 특수5,B791,열린 상처가 없는 두개내손상,M,,9,0.0,0.0
B7920,열린 상처가 있는 두개내손상,B792,열린 상처가 있는 두개내손상,M,,0,0.0,0.0
B7921,열린 상처가 있는 두개내손상 - 경도,B792,열린 상처가 있는 두개내손상,M,,1,0.0,0.0
B7922,열린 상처가 있는 두개내손상 - 중등도,B792,열린 상처가 있는 두개내손상,M,,2,0.0,0.0
B7923,열린 상처가 있는 두개내손상 - 중증,B792,열린 상처가 있는 두개내손상,M,,3,0.0,0.0
B7924,열린 상처가 있는 두개내손상 - 최중증,B792,열린 상처가 있는 두개내손상,M,,4,0.0,0.0
B7925,열린 상처가 있는 두개내손상 - 특수1,B792,열린 상처가 있는 두개내손상,M,,5,0.0,0.0
B7926,열린 상처가 있는 두개내손상 - 특수2,B792,열린 상처가 있는 두개내손상,M,,6,0.0,0.0
B7927,열린 상처가 있는 두개내손상 - 특수3,B792,열린 상처가 있는 두개내손상,M,,7,0.0,0.0
B7928,열린 상처가 있는 두개내손상 - 특수4,B792,열린 상처가 있는 두개내손상,M,,8,0.0,0.0
B7929,열린 상처가 있는 두개내손상 - 특수5,B792,열린 상처가 있는 두개내손상,M,,9,0.0,0.0
B7940,두개골 골절,B794,두개골 골절,M,,0,0.0,0.0
B7941,두개골 골절 - 경도,B794,두개골 골절,M,,1,0.0,0.0
B7942,두개골 골절 - 중등도,B794,두개골 골절,M,,2,0.0,0.0
B7943,두개골 골절 - 중증,B794,두개골 골절,M,,3,0.0,0.0
B7944,두개골 골절 - 최중증,B794,두개골 골절,M,,4,0.0,0.0
B7945,두개골 골절 - 특수1,B794,두개골 골절,M,,5,0.0,0.0
B7946,두개골 골절 - 특수2,B794,두개골 골절,M,,6,0.0,0.0
B7947,두개골 골절 - 특수3,B794,두개골 골절,M,,7,0.0,0.0
B7948,두개골 골절 - 특수4,B794,두개골 골절,M,,8,0.0,0.0
B7949,두개골 골절 - 특수5,B794,두개골 골절,M,,9,0.0,0.0
B8000,뇌진탕,B800,뇌진탕,M,,0,0.0,0.0
B8001,뇌진탕 - 경도,B800,뇌진탕,M,,1,0.0,0.0
B8002,뇌진탕 - 중등도,B800,뇌진탕,M,,2,0.0,0.0
B8003,뇌진탕 - 중증,B800,뇌진탕,M,,3,0.0,0.0
B8004,뇌진탕 - 최중증,B800,뇌진탕,M,,4,0.0,0.0
B8005,뇌진탕 - 특수1,B800,뇌진탕,M,,5,0.0,0.0
B8006,뇌진탕 - 특수2,B800,뇌진탕,M,,6,0.0,0.0
B8007,뇌진탕 - 특수3,B800,뇌진탕,M,,7,0.0,0.0
B8008,뇌진탕 - 특수4,B800,뇌진탕,M,,8,0.0,0.0
B8009,뇌진탕 - 특수5,B800,뇌진탕,M,,9,0.0,0.0
B8110,수두증,B811,수두증,M,,0,0.0,0.0
B8111,수두증 - 경도,B811,수두증,M,,1,0.0,0.0
B8112,수두증 - 중등도,B811,수두증,M,,2,0.0,0.0
B8113,수두증 - 중증,B811,수두증,M,,3,0.0,0.0
B8114,수두증 - 최중증,B811,수두증,M,,4,0.0,0.0
B8115,수두증 - 특수1,B811,수두증,M,,5,0.0,0.0
B8116,수두증 - 특수2,B811,수두증,M,,6,0.0,0.0
B8117,수두증 - 특수3,B811,수두증,M,,7,0.0,0.0
B8118,수두증 - 특수4,B811,수두증,M,,8,0.0,0.0
B8119,수두증 - 특수5,B811,수두증,M,,9,0.0,0.0
B8120,신경계의 선천성 기형,B812,신경계의 선천성 기형,M,,0,0.0,0.0
B8121,신경계의 선천성 기형 - 경도,B812,신경계의 선천성 기형,M,,1,0.0,0.0
B8122,신경계의 선천성 기형 - 중등도,B812,신경계의 선천성 기형,M,,2,0.0,0.0
B8123,신경계의 선천성 기형 - 중증,B812,신경계의 선천성 기형,M,,3,0.0,0.0
B8124,신경계의 선천성 기형 - 최중증,B812,신경계의 선천성 기형,M,,4,0.0,0.0
B8125,신경계의 선천성 기형 - 특수1,B812,신경계의 선천성 기형,M,,5,0.0,0.0
B8126,신경계의 선천성 기형 - 특수2,B812,신경계의 선천성 기형,M,,6,0.0,0.0
B8127,신경계의 선천성 기형 - 특수3,B812,신경계의 선천성 기형,M,,7,0.0,0.0
B8128,신경계의 선천성 기형 - 특수4,B812,신경계의 선천성 기형,M,,8,0.0,0.0
B8129,신경계의 선천성 기형 - 특수5,B812,신경계의 선천성 기형,M,,9,0.0,0.0
B8130,뇌척수액 또는 수막의 질환,B813,뇌척수액 또는 수막의 질환,M,,0,0.0,0.0
B8131,뇌척수액 또는 수막의 질환 - 경도,B813,뇌척수액 또는 수막의 질환,M,,1,0.0,0.0
B8132,뇌척수액 또는 수막의 질환 - 중등도,B813,뇌척수액 또는 수막의 질환,M,,2,0.0,0.0
B8133,뇌척수액 또는 수막의 질환 - 중증,B813,뇌척수액 또는 수막의 질환,M,,3,0.0,0.0
B8134,뇌척수액 또는 수막의 질환 - 최중증,B813,뇌척수액 또는 수막의 질환,M,,4,0.0,0.0
B8135,뇌척수액 또는 수막의 질환 - 특수1,B813,뇌척수액 또는 수막의 질환,M,,5,0.0,0.0
B8136,뇌척수액 또는 수막의 질환 - 특수2,B813,뇌척수액 또는 수막의 질환,M,,6,0.0,0.0
B8137,뇌척수액 또는 수막의 질환 - 특수3,B813,뇌척수액 또는 수막의 질환,M,,7,0.0,0.0
B8138,뇌척수액 또는 수막의 질환 - 특수4,B813,뇌척수액 또는 수막의 질환,M,,8,0.0,0.0
B8139,뇌척수액 또는 수막의 질환 - 특수5,B813,뇌척수액 또는 수막의 질환,M,,9,0.0,0.0
B8140,기타 신경계 장애,B814,기타 신경계 장애,M,,0,0.0,0.0
B8141,기타 신경계 장애 - 경도,B814,기타 신경계 장애,M,,1,0.0,0.0
B8142,기타 신경계 장애 - 중등도,B814,기타 신경계 장애,M,,2,0.0,0.0
B8143,기타 신경계 장애 - 중증,B814,기타 신경계 장애,M,,3,0.0,0.0
B8144,기타 신경계 장애 - 최중증,B814,기타 신경계 장애,M,,4,0.0,0.0
B8145,기타 신경계 장애 - 특수1,B814,기타 신경계 장애,M,,5,0.0,0.0
B8146,기타 신경계 장애 - 특수2,B814,기타 신경계 장애,M,,6,0.0,0.0
B8147,기타 신경계 장애 - 특수3,B814,기타 신경계 장애,M,,7,0.0,0.0
B8148,기타 신경계 장애 - 특수4,B814,기타 신경계 장애,M,,8,0.0,0.0
B8149,기타 신경계 장애 - 특수5,B814,기타 신경계 장애,M,,9,0.0,0.0
C0110,복잡 안부 관통상 수술,C011,복잡 안부 관통상 수술,S,,0,0.0,0.0
C0111,복잡 안부 관통상 수술 - 경도,C011,복잡 안부 관통상 수술,S,,1,0.0,0.0
C0112,복잡 안부 관통상 수술 - 중등도,C011,복잡 안부 관통상 수술,S,,2,0.0,0.0
C0113,복잡 안부 관통상 수술 - 중증,C011,복잡 안부 관통상 수술,S,,3,0.0,0.0
C0114,복잡 안부 관통상 수술 - 최중증,C011,복잡 안부 관통상 수술,S,,4,0.0,0.0
C0115,복잡 안부 관통상 수술 - 특수1,C011,복잡 안부 관통상 수술,S,,5,0.0,0.0
C0116,복잡 안부 관통상 수술 - 특수2,C011,복잡 안부 관통상 수술,S,,6,0.0,0.0
C0117,복잡 안부 관통상 수술 - 특수3,C011,복잡 안부 관통상 수술,S,,7,0.0,0.0
C0118,복잡 안부 관통상 수술 - 특수4,C011,복잡 안부 관통상 수술,S,,8,0.0,0.0
C0119,복잡 안부 관통상 수술 - 특수5,C011,복잡 안부 관통상 수술,S,,9,0.0,0.0
C0120,전안부 관통상 수술 (수정체 수술 동반),C012,전안부 관통상 수술 (수정체 수술 동반),S,,0,0.0,0.0
C0121,전안부 관통상 수술 (수정체 수술 동반) - 경도,C012,전안부 관통상 수술 (수정체 수술 동반),S,,1,0.0,0.0
C0122,전안부 관통상 수술 (수정체 수술 동반) - 중등도,C012,전안부 관통상 수술 (수정체 수술 동반),S,,2,0.0,0.0
C0123,전안부 관통상 수술 (수정체 수술 동반) - 중증,C012,전안부 관통상 수술 (수정체 수술 동반),S,,3,0.0,0.0
C0124,전안부 관통상 수술 (수정체 수술 동반) - 최중증,C012,전안부 관통상 수술 (수정체 수술 동반),S,,4,0.0,0.0
C0125,전안부 관통상 수술 (수정체 수술 동반) - 특수1,C012,전안부 관통상 수술 (수정체 수술 동반),S,,5,0.0,0.0
C0126,전안부 관통상 수술 (수정체 수술 동반) - 특수2,C012,전안부 관통상 수술 (수정체 수술 동반),S,,6,0.0,0.0
C0127,전안부 관통상 수술 (수정체 수술 동반) - 특수3,C012,전안부 관통상 수술 (수정체 수술 동반),S,,7,0.0,0.0
C0128,전안부 관통상 수술 (수정체 수술 동반) - 특수4,C012,전안부 관통상 수술 (수정체 수술 동반),S,,8,0.0,0.0
C0129,전안부 관통상 수술 (수정체 수술 동반) - 특수5,C012,전안부 관통상 수술 (수정체 수술 동반),S,,9,0.0,0.0
C0130,전안부 관통상 수술 (수정체 수술 미동반),C013,전안부 관통상 수술 (수정체 수술 미동반),S,,0,0.0,0.0
C0131,전안부 관통상 수술 (수정체 수술 미동반) - 경도,C013,전안부 관통상 수술 (수정체 수술 미동반),S,,1,0.0,0.0
C0132,전안부 관통상 수술 (수정체 수술 미동반) - 중등도,C013,전안부 관통상 수술 (수정체 수술 미동반),S,,2,0.0,0.0
C0133,전안부 관통상 수술 (수정체 수술 미동반) - 중증,C013,전안부 관통상 수술 (수정체 수술 미동반),S,,3,0.0,0.0
C0134,전안부 관통상 수술 (수정체 수술 미동반) - 최중증,C013,전안부 관통상 수술 (수정체 수술 미동반),S,,4,0.0,0.0
C0135,전안부 관통상 수술 (수정체 수술 미동반) - 특수1,C013,전안부 관통상 수술 (수정체 수술 미동반),S,,5,0.0,0.0
C0136,전안부 관통상 수술 (수정체 수술 미동반) - 특수2,C013,전안부 관통상 수술 (수정체 수술 미동반),S,,6,0.0,0.0
C0137,전안부 관통상 수술 (수정체 수술 미동반) - 특수3,C013,전안부 관통상 수술 (수정체 수술 미동반),S,,7,0.0,0.0
C0138,전안부 관통상 수술 (수정체 수술 미동반) - 특수4,C013,전안부 관통상 수술 (수정체 수술 미동반),S,,8,0.0,0.0
C0139,전안부 관통상 수술 (수정체 수술 미동반) - 특수5,C013,전안부 관통상 수술 (수정체 수술 미동반),S,,9,0.0,0.0
C0140,후안부 관통상 수술,C014,후안부 관통상 수술,S,,0,0.0,0.0
C0141,후안부 관통상 수술 - 경도,C014,후안부 관통상 수술,S,,1,0.0,0.0
C0142,후안부 관통상 수술 - 중등도,C014,후안부 관통상 수술,S,,2,0.0,0.0
C0143,후안부 관통상 수술 - 중증,C014,후안부 관통상 수술,S,,3,0.0,0.0
C0144,후안부 관통상 수술 - 최중증,C014,후안부 관통상 수술,S,,4,0.0,0.0
C0145,후안부 관통상 수술 - 특수1,C014,후안부 관통상 수술,S,,5,0.0,0.0
C0146,후안부 관통상 수술 - 특수2,C014,후안부 관통상 수술,S,,6,0.0,0.0
C0147,후안부 관통상 수술 - 특수3,C014,후안부 관통상 수술,S,,7,0.0,0.0
C0148,후안부 관통상 수술 - 특수4,C014,후안부 관통상 수술,S,,8,0.0,0.0
C0149,후안부 관통상 수술 - 특수5,C014,후안부 관통상 수술,S,,9,0.0,0.0
C0210,"복잡 안와 수술, 한쪽",C021,"복잡 안와 수술, 한쪽",S,,0,0.0,0.0
C0211,"복잡 안와 수술, 한쪽 - 경도",C021,"복잡 안와 수술, 한쪽",S,,1,0.0,0.0
C0212,"복잡 안와 수술, 한쪽 - 중등도",C021,"복잡 안와 수술, 한쪽",S,,2,0.0,0.0
C0213,"복잡 안와 수술, 한쪽 - 중증",C021,"복잡 안와 수술, 한쪽",S,,3,0.0,0.0
C0214,"복잡 안와 수술, 한쪽 - 최중증",C021,"복잡 안와 수술, 한쪽",S,,4,0.0,0.0
C0215,"복잡 안와 수술, 한쪽 - 특수1",C021,"복잡 안와 수술, 한쪽",S,,5,0.0,0.0
C0216,"복잡 안와 수술, 한쪽 - 특수2",C021,"복잡 안와 수술, 한쪽",S,,6,0.0,0.0
C0217,"복잡 안와 수술, 한쪽 - 특수3",C021,"복잡 안와 수술, 한쪽",S,,7,0.0,0.0
C0218,"복잡 안와 수술, 한쪽 - 특수4",C021,"복잡 안와 수술, 한쪽",S,,8,0.0,0.0
C0219,"복잡 안와 수술, 한쪽 - 특수5",C021,"복잡 안와 수술, 한쪽",S,,9,0.0,0.0
C0220,"복잡 안와 수술, 양쪽",C022,"복잡 안와 수술, 양쪽",S,,0,0.0,0.0
C0221,"복잡 안와 수술, 양쪽 - 경도",C022,"복잡 안와 수술, 양쪽",S,,1,0.0,0.0
C0222,"복잡 안와 수술, 양쪽 - 중등도",C022,"복잡 안와 수술, 양쪽",S,,2,0.0,0.0
C0223,"복잡 안와 수술, 양쪽 - 중증",C022,"복잡 안와 수술, 양쪽",S,,3,0.0,0.0
C0224,"복잡 안와 수술, 양쪽 - 최중증",C022,"복잡 안와 수술, 양쪽",S,,4,0.0,0.0
C0225,"복잡 안와 수술, 양쪽 - 특수1",C022,"복잡 안와 수술, 양쪽",S,,5,0.0,0.0
C0226,"복잡 안와 수술, 양쪽 - 특수2",C022,"복잡 안와 수술, 양쪽",S,,6,0.0,0.0
C0227,"복잡 안와 수술, 양쪽 - 특수3",C022,"복잡 안와 수술, 양쪽",S,,7,0.0,0.0
C0228,"복잡 안와 수술, 양쪽 - 특수4",C022,"복잡 안와 수술, 양쪽",S,,8,0.0,0.0
C0229,"복잡 안와 수술, 양쪽 - 특수5",C022,"복잡 안와 수술, 양쪽",S,,9,0.0,0.0
C0230,단순 안와 수술,C023,단순 안와 수술,S,,0,0.0,0.0
C0231,단순 안와 수술 - 경도,C023,단순 안와 수술,S,,1,0.0,0.0
C0232,단순 안와 수술 - 중등도,C023,단순 안와 수술,S,,2,0.0,0.0
C0233,단순 안와 수술 - 중증,C023,단순 안와 수술,S,,3,0.0,0.0
C0234,단순 안와 수술 - 최중증,C023,단순 안와 수술,S,,4,0.0,0.0
C0235,단순 안와 수술 - 특수1,C023,단순 안와 수술,S,,5,0.0,0.0
C0236,단순 안와 수술 - 특수2,C023,단순 안와 수술,S,,6,0.0,0.0
C0237,단순 안와 수술 - 특수3,C023,단순 안와 수술,S,,7,0.0,0.0
C0238,단순 안와 수술 - 특수4,C023,단순 안와 수술,S,,8,0.0,0.0
C0239,단순 안와 수술 - 특수5,C023,단순 안와 수술,S,,9,0.0,0.0
C0300,안구 수술(종양 수술 포함),C030,안구 수술(종양 수술 포함),S,,0,0.0,0.0
C0301,안구 수술(종양 수술 포함) - 경도,C030,안구 수술(종양 수술 포함),S,,1,0.0,0.0
C0302,안구 수술(종양 수술 포함) - 중등도,C030,안구 수술(종양 수술 포함),S,,2,0.0,0.0
C0303,안구 수술(종양 수술 포함) - 중증,C030,안구 수술(종양 수술 포함),S,,3,0.0,0.0
C0304,안구 수술(종양 수술 포함) - 최중증,C030,안구 수술(종양 수술 포함),S,,4,0.0,0.0
C0305,안구 수술(종양 수술 포함) - 특수1,C030,안구 수술(종양 수술 포함),S,,5,0.0,0.0
C0306,안구 수술(종양 수술 포함) - 특수2,C030,안구 수술(종양 수술 포함),S,,6,0.0,0.0
C0307,안구 수술(종양 수술 포함) - 특수3,C030,안구 수술(종양 수술 포함),S,,7,0.0,0.0
C0308,안구 수술(종양 수술 포함) - 특수4,C030,안구 수술(종양 수술 포함),S,,8,0.0,0.0
C0309,안구 수술(종양 수술 포함) - 특수5,C030,안구 수술(종양 수술 포함),S,,9,0.0,0.0
C0430,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반)",C043,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반)",S,,0,0.0,0.0
C0431,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반) - 경도",C043,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반)",S,,1,0.0,0.0
C0432,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반) - 중등도",C043,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반)",S,,2,0.0,0.0
C0433,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반) - 중증",C043,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반)",S,,3,0.0,0.0
C0434,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반) - 최중증",C043,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반)",S,,4,0.0,0.0
C0435,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반) - 특수1",C043,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반)",S,,5,0.0,0.0
C0436,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반) - 특수2",C043,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반)",S,,6,0.0,0.0
C0437,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반) - 특수3",C043,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반)",S,,7,0.0,0.0
C0438,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반) - 특수4",C043,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반)",S,,8,0.0,0.0
C0439,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반) - 특수5",C043,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 동반)",S,,9,0.0,0.0
C0440,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반)",C044,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반)",S,,0,0.0,0.0
C0441,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반) - 경도",C044,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반)",S,,1,0.0,0.0
C0442,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반) - 중등도",C044,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반)",S,,2,0.0,0.0
C0443,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반) - 중증",C044,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반)",S,,3,0.0,0.0
C0444,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반) - 최중증",C044,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반)",S,,4,0.0,0.0
C0445,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반) - 특수1",C044,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반)",S,,5,0.0,0.0
C0446,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반) - 특수2",C044,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반)",S,,6,0.0,0.0
C0447,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반) - 특수3",C044,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반)",S,,7,0.0,0.0
C0448,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반) - 특수4",C044,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반)",S,,8,0.0,0.0
C0449,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반) - 특수5",C044,"망막 및 유리체 수술(망막주위막 제거술 동반, 수정체 수술 미동반)",S,,9,0.0,0.0
C0450,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반)",C045,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반)",S,,0,0.0,0.0
C0451,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반) - 경도",C045,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반)",S,,1,0.0,0.0
C0452,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반) - 중등도",C045,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반)",S,,2,0.0,0.0
C0453,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반) - 중증",C045,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반)",S,,3,0.0,0.0
C0454,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반) - 최중증",C045,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반)",S,,4,0.0,0.0
C0455,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반) - 특수1",C045,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반)",S,,5,0.0,0.0
C0456,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반) - 특수2",C045,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반)",S,,6,0.0,0.0
C0457,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반) - 특수3",C045,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반)",S,,7,0.0,0.0
C0458,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반) - 특수4",C045,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반)",S,,8,0.0,0.0
C0459,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반) - 특수5",C045,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 동반)",S,,9,0.0,0.0
C0460,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반)",C046,"망막 및 유리체 수술(망막주위막 제거술 미동반, 수정체 수술 미동반)",S,,0,0.0,0.0
